judged_run,generator,difficulty,n_pass,pass_rate,n_score,mean_score
qwen2.5_math_7b,Qwen2.5-Math-7B,5.5,14,0.6428571428571429,14,0.8564285714285714
qwen2.5_math_7b,Qwen2.5-Math-7B,6.0,13,0.9230769230769231,14,0.8949999999999999
qwen2.5_math_7b,Qwen2.5-Math-7B,6.5,14,0.35714285714285715,14,0.7446428571428572
qwen2.5_math_7b,Qwen2.5-Math-7B,7.0,12,0.25,14,0.6592857142857144
qwen2.5_math_7b,Qwen2.5-Math-7B,7.5,1,1.0,1,0.91
qwen2.5_math_7b,Qwen2.5-Math-7B,8.0,13,0.46153846153846156,14,0.7428571428571429
qwen2.5_math_7b,Qwen2.5-Math-7B,8.5,5,0.2,5,0.52
qwen2.5_math_7b,Qwen2.5-Math-7B,9.0,14,0.5714285714285714,14,0.5685714285714286
qwen2.5_math_7b,Qwen2.5-Math-7B,9.5,14,0.42857142857142855,14,0.5078571428571429
qwen2.5_math_7b,Qwen2.5-Math-7B,10.0,14,0.5714285714285714,14,0.7160714285714286
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),5.0,14,0.8571428571428571,13,0.9003846153846153
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),5.5,13,0.8461538461538461,14,0.8875000000000001
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),6.0,14,1.0,13,0.9538461538461539
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),6.5,13,0.6923076923076923,14,0.7978571428571428
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),7.0,13,0.6923076923076923,14,0.7428571428571429
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),7.5,1,1.0,1,1.0
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),8.0,14,0.8571428571428571,14,0.8567857142857143
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),8.5,5,0.2,5,0.55
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),9.0,14,0.7857142857142857,14,0.7557142857142857
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),9.5,14,0.7142857142857143,14,0.7542857142857143
qwen3_8b_non_thinking,Qwen3-8B (non-thinking),10.0,14,0.7857142857142857,14,0.8514285714285714
qwen3_8b_thinking,Qwen3-8B (thinking),5.0,14,0.7142857142857143,14,0.9092857142857144
qwen3_8b_thinking,Qwen3-8B (thinking),5.5,14,0.8571428571428571,14,0.9471428571428572
qwen3_8b_thinking,Qwen3-8B (thinking),6.0,14,0.9285714285714286,14,0.9714285714285714
qwen3_8b_thinking,Qwen3-8B (thinking),6.5,14,0.9285714285714286,13,0.9400000000000001
qwen3_8b_thinking,Qwen3-8B (thinking),7.0,14,0.7857142857142857,14,0.8099999999999999
qwen3_8b_thinking,Qwen3-8B (thinking),7.5,0,,1,0.87
qwen3_8b_thinking,Qwen3-8B (thinking),8.0,13,0.9230769230769231,14,0.8028571428571428
qwen3_8b_thinking,Qwen3-8B (thinking),8.5,5,0.6,5,0.747
qwen3_8b_thinking,Qwen3-8B (thinking),9.0,14,0.6428571428571429,13,0.8676923076923078
qwen3_8b_thinking,Qwen3-8B (thinking),9.5,14,0.8571428571428571,14,0.8014285714285715
qwen3_8b_thinking,Qwen3-8B (thinking),10.0,13,1.0,13,0.955
